Country,Market_Type,Commodity,Price,Currency,Date,Inflation_Rate,Hunger_Index,Year,Month,Price_Shock_Index,Hunger_Risk_Level
India,Urban,Rice,137.75,YER,04-09-2022,6.02,31.22,2022,9,-20.15881296,High
India,Wholesale,Pulses,87.76,PKR,22-01-2023,6.02,31.22,2023,1,-10.97585717,High
Bangladesh,Urban,Maize,113.55,YER,14-10-2020,6.02,31.22,2020,10,140.878235,High
Kenya,Retail,Rice,67.15,NPR,12-06-2018,6.02,31.22,2018,6,9.865837696,High
Pakistan,Rural,Sugar,77.61,INR,27-04-2022,6.02,31.22,2022,4,-33.80810235,High
Nigeria,Retail,Maize,99.615,NPR,06-03-2023,6.02,31.22,2023,3,29.87614081,High
Yemen,Wholesale,Rice,106.35,NPR,05-05-2021,6.02,31.22,2021,5,-15739.70588,High
Haiti,Wholesale,Cooking Oil,123.01,SDG,04-07-2018,6.02,31.22,2018,7,134.2601409,High
Ethiopia,Retail,Sugar,59.95,INR,20-02-2016,6.02,31.22,2016,2,-60.76570681,High
Ethiopia,Urban,Maize,105.6,KES,27-08-2023,6.02,31.22,2023,8,5.095541401,High
Pakistan,Urban,Pulses,90.2,NGN,13-01-2022,6.02,31.22,2022,1,83.96899857,High
Nepal,Urban,Pulses,107.76,KES,21-12-2021,6.02,31.22,2021,12,40.89958159,High
Haiti,Rural,Maize,64.06,NGN,16-06-2024,6.02,31.22,2024,6,-63.02879898,High
Ethiopia,Rural,Rice,118.6,NGN,18-09-2024,6.02,31.22,2024,9,39.44738389,High
Pakistan,Wholesale,Maize,88.85,SDG,14-09-2021,6.02,31.22,2021,9,-25.91511715,High
Ethiopia,Retail,Sugar,94.46,HTG,19-01-2024,6.02,31.22,2024,1,57.5646372,High
Kenya,Retail,Wheat,193.62,INR,26-02-2022,6.02,31.22,2022,2,69.26304747,High
Bangladesh,Wholesale,Pulses,29.52,PKR,16-07-2020,6.02,31.22,2020,7,-52.21754613,High
Nepal,Urban,Rice,121.61,INR,14-08-2019,6.02,31.22,2019,8,60.4776986,High
Kenya,Rural,Cooking Oil,117.41,YER,18-04-2017,6.02,31.22,2017,4,-13.20322318,High
Haiti,Retail,Maize,125.22,PKR,11-06-2021,6.02,31.22,2021,6,95.47299407,High
Pakistan,Wholesale,Sugar,123.43,PKR,28-07-2023,6.02,31.22,2023,7,59.03878366,High
Nigeria,Urban,Maize,99.615,ETB,20-07-2017,6.02,31.22,2017,7,0,High
Haiti,Urban,Cooking Oil,116.34,BDT,28-04-2021,6.02,31.22,2021,4,-5.422323388,High
Sudan,Rural,Cooking Oil,91.68,SDG,26-05-2017,6.02,31.22,2017,5,83.17682318,High
Nigeria,Wholesale,Sugar,92.69,YER,10-09-2020,6.02,31.22,2020,9,-34.68855693,High
India,Wholesale,Wheat,57.32,KES,08-11-2022,6.02,31.22,2022,11,-5.69266206,High
Sudan,Urban,Pulses,67,INR,10-03-2015,6.02,31.22,2015,3,-17.14073708,High
Pakistan,Urban,Sugar,108.94,PKR,24-03-2015,6.02,31.22,2015,3,-11.73944746,High
India,Retail,Cooking Oil,114.76,PKR,08-02-2017,6.02,31.22,2017,2,-20.10582011,High
Ethiopia,Urban,Rice,95.49,SDG,21-03-2017,6.02,31.22,2017,3,-19.4856661,High
Ethiopia,Wholesale,Pulses,126.1,HTG,15-04-2016,6.02,31.22,2016,4,12.03909374,High
Haiti,Rural,Wheat,83.97,INR,02-12-2024,6.02,31.22,2024,12,-12.32118618,High
Sudan,Wholesale,Maize,199.41,INR,10-06-2020,6.02,31.22,2020,6,120.3181969,High
Yemen,Retail,Wheat,106.11,KES,24-10-2017,6.02,31.22,2017,10,31.58482143,High
Nigeria,Retail,Wheat,126.96,KES,19-03-2022,6.02,31.22,2022,3,-26.61271676,High
India,Rural,Maize,106.46,YER,20-11-2023,6.02,31.22,2023,11,-30.62235256,High
Nigeria,Wholesale,Sugar,75.91,BDT,02-02-2018,6.02,31.22,2018,2,-18.10335527,High
Sudan,Retail,Wheat,79.71,PKR,04-01-2021,6.02,31.22,2021,1,6.80691411,High
Haiti,Wholesale,Unknown,101,PKR,02-05-2015,6.02,31.22,2015,5,34.97260457,High
Kenya,Retail,Wheat,31.1,INR,13-06-2023,6.02,31.22,2023,6,-83.93760975,High
Ethiopia,Rural,Unknown,137.99,KES,12-03-2019,6.02,31.22,2019,3,548.4492481,High
India,Retail,Pulses,105.35,ETB,05-03-2020,6.02,31.22,2020,3,20.04329991,High
India,Wholesale,Rice,97.43,KES,29-12-2021,6.02,31.22,2021,12,-29.27041742,High
Pakistan,Wholesale,Pulses,161.31,NPR,17-04-2020,6.02,31.22,2020,4,78.83592018,High
India,Retail,Cooking Oil,146.76,NPR,19-11-2016,6.02,31.22,2016,11,27.88428024,High
Sudan,Urban,Maize,106,BDT,11-11-2018,6.02,31.22,2018,11,-46.8431874,High
India,Unknown,Pulses,91.57,YER,21-06-2020,6.02,31.22,2020,6,-13.08020883,High
India,Rural,Pulses,93.86,ETB,16-06-2016,6.02,31.22,2016,6,2.500819046,High
Nigeria,Retail,Sugar,188.1,INR,13-11-2015,6.02,31.22,2015,11,147.7934396,High
Haiti,Retail,Sugar,106.9,YER,29-11-2019,6.02,31.22,2019,11,-19.61197173,High
India,Rural,Sugar,47.97,NPR,19-05-2016,6.02,31.22,2016,5,-41.55701754,High
Yemen,Urban,Sugar,101.88,SDG,26-09-2022,6.02,31.22,2022,9,81.70144462,High
Haiti,Rural,Rice,146.63,PKR,26-02-2020,6.02,31.22,2020,2,25.57163655,High
Nepal,Retail,Sugar,143.2,NPR,17-12-2021,6.02,31.22,2021,12,36.53699466,High
Pakistan,Rural,Sugar,125.26,INR,03-07-2017,6.02,31.22,2017,7,14.98072333,High
Nigeria,Rural,Cooking Oil,75.59,ETB,09-08-2024,6.02,31.22,2024,8,-17.78333696,High
Pakistan,Unknown,Cooking Oil,47.48,PKR,08-03-2016,6.02,31.22,2016,3,56.38998682,High
Kenya,Urban,Wheat,92.85,ETB,14-08-2016,6.02,31.22,2016,8,198.5530547,High
India,Urban,Sugar,141.73,KES,30-04-2021,6.02,31.22,2021,4,195.455493,High
Ethiopia,Rural,Sugar,168,YER,07-07-2022,6.02,31.22,2022,7,77.8530595,High
Yemen,Wholesale,Pulses,104.43,INR,08-09-2023,6.02,31.22,2023,9,-31.52131148,High
Nigeria,Urban,Sugar,96.08,HTG,23-08-2016,6.02,31.22,2016,8,-48.92078682,High
Pakistan,Retail,Rice,108.35,NGN,11-07-2024,6.02,31.22,2024,7,2.681956027,High
India,Retail,Pulses,108.81,INR,09-12-2024,6.02,31.22,2024,12,15.92797784,High
Ethiopia,Rural,Sugar,147.47,SDG,16-07-2020,6.02,31.22,2020,7,-12.2202381,High
Ethiopia,Retail,Rice,85.27,NGN,20-08-2023,6.02,31.22,2023,8,-10.70269138,High
Kenya,Urban,Wheat,95.27,YER,18-09-2021,6.02,31.22,2021,9,2.606354335,High
Haiti,Wholesale,Pulses,118.48,NPR,21-02-2018,6.02,31.22,2018,2,5006.896552,High
Yemen,Wholesale,Maize,74.71,HTG,21-09-2015,6.02,31.22,2015,9,178.2495345,High
Bangladesh,Wholesale,Sugar,63.23,INR,20-10-2016,6.02,31.22,2016,10,-51.11334467,High
Yemen,Retail,Pulses,156.14,BDT,26-01-2024,6.02,31.22,2024,1,49.51642248,High
Kenya,Rural,Cooking Oil,99.04,KES,16-10-2022,6.02,31.22,2022,10,-15.64602674,High
Sudan,Retail,Pulses,135.63,BDT,19-01-2018,6.02,31.22,2018,1,102.4328358,High
Haiti,Rural,Cooking Oil,127.61,YER,25-03-2021,6.02,31.22,2021,3,9.687123947,High
Nigeria,Wholesale,Sugar,44.99,HTG,22-09-2017,6.02,31.22,2017,9,-53.17443797,High
Haiti,Urban,Rice,73.9,HTG,23-03-2018,6.02,31.22,2018,3,-49.60103662,High
Kenya,Retail,Cooking Oil,102.55,NGN,11-02-2023,6.02,31.22,2023,2,3.544022617,High
Kenya,Urban,Pulses,90.38,KES,16-08-2021,6.02,31.22,2021,8,-6.303130831,High
Nigeria,Wholesale,Pulses,109.79,NGN,27-12-2015,6.02,31.22,2015,12,-18.94425987,High
Nigeria,Rural,Cooking Oil,107.42,BDT,11-09-2022,6.02,31.22,2022,9,42.10874454,High
Nigeria,Urban,Wheat,131.42,HTG,09-07-2021,6.02,31.22,2021,7,3.512917454,High
Haiti,Retail,Wheat,98.25,YER,13-02-2019,6.02,31.22,2019,2,17.0060736,High
India,Urban,Wheat,102.78,YER,12-03-2021,6.02,31.22,2021,3,79.30914166,High
Pakistan,Urban,Cooking Oil,42.5,NGN,05-09-2019,6.02,31.22,2019,9,-10.48862679,High
Nepal,Retail,Cooking Oil,75.95,NPR,19-05-2019,6.02,31.22,2019,5,-40.48738442,High
Nigeria,Rural,Pulses,77.94,BDT,15-04-2019,6.02,31.22,2019,4,-29.00992804,High
Pakistan,Retail,Sugar,82.24,NGN,27-06-2015,6.02,31.22,2015,6,-34.34456331,High
Nepal,Wholesale,Sugar,85.16,HTG,09-01-2019,6.02,31.22,2019,1,-40.53072626,High
Haiti,Rural,Rice,124,NPR,16-11-2023,6.02,31.22,2023,11,67.79431664,High
Pakistan,Urban,Cooking Oil,170.88,BDT,25-03-2018,6.02,31.22,2018,3,302.0705882,High
Nigeria,Retail,Sugar,46.01,NPR,20-12-2024,6.02,31.22,2024,12,2.267170482,High
Bangladesh,Wholesale,Sugar,91.99,KES,20-11-2017,6.02,31.22,2017,11,45.48473826,High
Kenya,Retail,Wheat,65.36,INR,15-12-2022,6.02,31.22,2022,12,-31.39498268,High
Pakistan,Rural,Wheat,46.46,NGN,24-06-2019,6.02,31.22,2019,6,-63.79081911,High
Ethiopia,Wholesale,Wheat,78.89,NGN,01-10-2016,6.02,31.22,2016,10,26.89400032,High
Ethiopia,Urban,Maize,57.9,SDG,11-08-2021,6.02,31.22,2021,8,-45.17045455,High
Pakistan,Rural,Sugar,109.3,KES,25-03-2021,6.02,31.22,2021,3,32.9036965,High
Nigeria,Wholesale,Wheat,93.5,NGN,26-04-2015,6.02,31.22,2015,4,-28.8540557,High
Yemen,Rural,Wheat,88.06,INR,03-04-2016,6.02,31.22,2016,4,-17.01064933,High
Nigeria,Urban,Cooking Oil,112.31,PKR,04-11-2024,6.02,31.22,2024,11,4.552224912,High
Haiti,Wholesale,Pulses,42.73,NGN,17-08-2018,6.02,31.22,2018,8,-63.93484132,High
Nigeria,Retail,Wheat,59.49,HTG,18-11-2015,6.02,31.22,2015,11,-36.37433155,High
Haiti,Retail,Cooking Oil,114.2,HTG,29-12-2022,6.02,31.22,2022,12,-10.50858083,High
Yemen,Urban,Rice,59.06,KES,04-05-2018,6.02,31.22,2018,5,-44.46638458,High
Bangladesh,Wholesale,Wheat,18.33,NGN,10-12-2018,6.02,31.22,2018,12,-81.46987465,High
Haiti,Urban,Pulses,107.62,YER,08-10-2021,6.02,31.22,2021,10,151.8605195,High
Sudan,Urban,Cooking Oil,113.69,PKR,02-07-2015,6.02,31.22,2015,7,24.0074171,High
Ethiopia,Rural,Pulses,140.64,SDG,31-05-2016,6.02,31.22,2016,5,11.53053132,High
Kenya,Retail,Wheat,70.99,ETB,21-05-2023,6.02,31.22,2023,5,8.613831089,High
Ethiopia,Urban,Rice,44.7,NGN,04-09-2018,6.02,31.22,2018,9,-47.57828076,High
Haiti,Rural,Wheat,111.51,BDT,07-07-2018,6.02,31.22,2018,7,13.49618321,High
Sudan,Urban,Cooking Oil,55.93,PKR,15-08-2021,6.02,31.22,2021,8,-50.80482012,High
India,Urban,Rice,140.77,INR,02-06-2021,6.02,31.22,2021,6,44.48321872,High
Bangladesh,Urban,Rice,103.19,ETB,01-05-2023,6.02,31.22,2023,5,255.0929112,High
Bangladesh,Retail,Rice,107.8,ETB,18-05-2024,6.02,31.22,2024,5,4.46748716,High
India,Wholesale,Maize,108.24,NGN,24-07-2023,6.02,31.22,2023,7,1.67198948,High
Kenya,Retail,Cooking Oil,181.35,YER,28-10-2015,6.02,31.22,2015,10,76.84056558,High
Yemen,Rural,Maize,126.2,KES,08-06-2022,6.02,31.22,2022,6,68.91982332,High
Nepal,Wholesale,Pulses,91.9,YER,09-04-2024,6.02,31.22,2024,4,-14.71789161,High
Sudan,Unknown,Rice,105.47,KES,20-09-2019,6.02,31.22,2019,9,51.45031591,High
Haiti,Urban,Maize,65.2,NGN,22-04-2021,6.02,31.22,2021,4,-47.93164031,High
Nepal,Wholesale,Wheat,79.03,INR,19-04-2018,6.02,31.22,2018,4,148.4438856,High
Kenya,Rural,Maize,150.06,ETB,20-06-2022,6.02,31.22,2022,6,283.5889571,High
Yemen,Urban,Sugar,101.7,INR,25-08-2021,6.02,31.22,2021,8,-0.176678445,High
Bangladesh,Rural,Pulses,130.51,NPR,02-04-2024,6.02,31.22,2024,4,342.1070461,High
Haiti,Rural,Rice,64.42,INR,06-06-2016,6.02,31.22,2016,6,-48.0483871,High
Haiti,Retail,Rice,133.86,PKR,30-09-2017,6.02,31.22,2017,9,107.792611,High
Yemen,Urban,Pulses,92.09,YER,16-05-2024,6.02,31.22,2024,5,-41.0208787,High
Ethiopia,Retail,Pulses,109.09,INR,20-11-2016,6.02,31.22,2016,11,-22.43316268,High
Sudan,Wholesale,Cooking Oil,102.42,ETB,10-12-2020,6.02,31.22,2020,12,83.12175934,High
Yemen,Urban,Wheat,107.29,NPR,23-04-2016,6.02,31.22,2016,4,21.8373836,High
Nigeria,Retail,Pulses,95.63,NPR,13-07-2016,6.02,31.22,2016,7,22.69694637,High
Nigeria,Retail,Unknown,151.37,INR,12-04-2016,6.02,31.22,2016,4,-3.401403957,High
Yemen,Wholesale,Cooking Oil,39.8,NPR,07-02-2021,6.02,31.22,2021,2,-69.4245986,High
Bangladesh,Rural,Pulses,121.34,BDT,03-09-2021,6.02,31.22,2021,9,-7.026281511,High
Yemen,Rural,Maize,73.26,SDG,22-08-2018,6.02,31.22,2018,8,-41.94928685,High
Pakistan,Rural,Sugar,61.75,HTG,01-09-2022,6.02,31.22,2022,9,-43.50411711,High
Kenya,Wholesale,Sugar,185.53,INR,22-04-2021,6.02,31.22,2021,4,39.61170893,High
Nigeria,Retail,Sugar,61.96,PKR,23-09-2018,6.02,31.22,2018,9,34.66637687,High
Nepal,Urban,Pulses,27.31,ETB,15-10-2024,6.02,31.22,2024,10,-70.28291621,High
Yemen,Wholesale,Sugar,138.23,ETB,01-08-2015,6.02,31.22,2015,8,35.9193707,High
Nigeria,Rural,Unknown,80.27,PKR,17-06-2017,6.02,31.22,2017,6,-46.97099822,High
Kenya,Rural,Maize,150.98,BDT,13-08-2018,6.02,31.22,2018,8,0.613088098,High
Kenya,Urban,Sugar,9.95,SDG,17-03-2021,6.02,31.22,2021,3,-94.63698593,High
Nepal,Wholesale,Rice,174.15,NGN,31-01-2022,6.02,31.22,2022,1,43.20368391,High
Haiti,Rural,Pulses,137.74,INR,27-02-2016,6.02,31.22,2016,2,27.98736294,High
Pakistan,Wholesale,Maize,91.68,KES,07-08-2022,6.02,31.22,2022,8,3.1851435,High
Yemen,Retail,Wheat,30.69,INR,24-02-2021,6.02,31.22,2021,2,-71.39528381,High
India,Wholesale,Sugar,46.74,SDG,29-04-2018,6.02,31.22,2018,4,-67.02180202,High
Yemen,Retail,Wheat,72.35,NPR,09-05-2015,6.02,31.22,2015,5,135.7445422,High
Haiti,Urban,Unknown,128.54,NGN,10-06-2015,6.02,31.22,2015,6,27.26732673,High
Sudan,Retail,Sugar,65.52,ETB,22-11-2017,6.02,31.22,2017,11,-18.60869565,High
Ethiopia,Retail,Rice,17.99,SDG,11-01-2015,6.02,31.22,2015,1,-59.75391499,High
Bangladesh,Urban,Maize,109.12,KES,29-12-2021,6.02,31.22,2021,12,-3.901365037,High
Haiti,Rural,Rice,139.85,NGN,07-01-2019,6.02,31.22,2019,1,4.474824443,High
Kenya,Urban,Sugar,187.88,ETB,31-12-2023,6.02,31.22,2023,12,1788.241206,High
India,Wholesale,Cooking Oil,58.97,BDT,13-11-2019,6.02,31.22,2019,11,-59.8187517,High
Bangladesh,Urban,Maize,63.2,YER,04-10-2024,6.02,31.22,2024,10,-42.08211144,High
Yemen,Rural,Sugar,38.1,NGN,15-02-2021,6.02,31.22,2021,2,-72.43724228,High
Bangladesh,Wholesale,Rice,57.35,NGN,13-01-2020,6.02,31.22,2020,1,-46.79962894,High
Nigeria,Urban,Pulses,64.27,BDT,25-11-2018,6.02,31.22,2018,11,-32.79305657,High
Ethiopia,Urban,Cooking Oil,78.65,PKR,21-04-2017,6.02,31.22,2017,4,-15.39371773,High
Nigeria,Rural,Pulses,123.67,KES,27-05-2019,6.02,31.22,2019,5,92.42259219,High
India,Urban,Sugar,120.46,PKR,11-04-2021,6.02,31.22,2021,4,157.7235772,High
Kenya,Rural,Wheat,79.45,INR,06-09-2021,6.02,31.22,2021,9,11.91717143,High
Haiti,Rural,Rice,100.61,INR,11-01-2018,6.02,31.22,2018,1,-28.05863425,High
Nepal,Urban,Maize,45.69,SDG,11-02-2018,6.02,31.22,2018,2,-42.33244983,High
Haiti,Retail,Cooking Oil,77.38,HTG,24-09-2022,6.02,31.22,2022,9,-32.24168126,High
Haiti,Wholesale,Sugar,48.32,SDG,22-03-2023,6.02,31.22,2023,3,-54.79887746,High
Nigeria,Retail,Sugar,70.41,HTG,28-12-2017,6.02,31.22,2017,12,13.63783086,High
Yemen,Rural,Sugar,174.23,KES,28-04-2024,6.02,31.22,2024,4,357.2965879,High
Bangladesh,Wholesale,Sugar,94.23,YER,23-03-2017,6.02,31.22,2017,3,2.435047288,High
Nepal,Retail,Rice,76.23,NGN,07-11-2023,6.02,31.22,2023,11,-56.22739018,High
Nepal,Urban,Maize,119.11,INR,17-04-2015,6.02,31.22,2015,4,160.6916174,High
Bangladesh,Retail,Wheat,84.21,KES,10-05-2023,6.02,31.22,2023,5,359.410802,High
Bangladesh,Wholesale,Cooking Oil,167.36,KES,19-08-2024,6.02,31.22,2024,8,72.89256198,High
Kenya,Unknown,Sugar,114.11,YER,17-10-2023,6.02,31.22,2023,10,-39.2644241,High
India,Wholesale,Pulses,53.57,HTG,22-11-2022,6.02,31.22,2022,11,-50.7673927,High
Ethiopia,Wholesale,Sugar,152.76,INR,26-12-2015,6.02,31.22,2015,12,3.587170272,High
India,Retail,Maize,124.77,INR,20-02-2023,6.02,31.22,2023,2,15.27161863,High
Bangladesh,Urban,Maize,118.69,HTG,06-01-2021,6.02,31.22,2021,1,87.80063291,High
Yemen,Urban,Rice,133.06,KES,18-07-2017,6.02,31.22,2017,7,125.2963088,High
Pakistan,Wholesale,Rice,129.16,PKR,05-02-2020,6.02,31.22,2020,2,19.20627596,High
Pakistan,Urban,Pulses,120.48,KES,09-04-2015,6.02,31.22,2015,4,-25.311512,High
Ethiopia,Retail,Pulses,106.96,KES,13-11-2023,6.02,31.22,2023,11,-1.952516271,High
Bangladesh,Urban,Rice,136.26,ETB,27-05-2022,6.02,31.22,2022,5,137.5937228,High
Pakistan,Rural,Cooking Oil,93.11,HTG,22-05-2020,6.02,31.22,2020,5,-45.51147004,High
Ethiopia,Urban,Pulses,153.13,NPR,22-03-2017,6.02,31.22,2017,3,43.16566941,High
Nepal,Wholesale,Rice,119.92,PKR,15-11-2021,6.02,31.22,2021,11,57.31339368,High
Ethiopia,Urban,Sugar,107.49,KES,12-01-2020,6.02,31.22,2020,1,-29.63472113,High
Nepal,Urban,Rice,125.3,NGN,04-04-2020,6.02,31.22,2020,4,4.486324216,High
Kenya,Urban,Cooking Oil,106.32,INR,16-01-2023,6.02,31.22,2023,1,-41.37303557,High
Pakistan,Urban,Rice,151,NPR,06-12-2024,6.02,31.22,2024,12,16.90925983,High
Ethiopia,Rural,Rice,137.96,KES,19-02-2020,6.02,31.22,2020,2,666.8704836,High
Ethiopia,Retail,Sugar,102.92,YER,21-08-2016,6.02,31.22,2016,8,-4.251558284,High
Yemen,Wholesale,Sugar,134.52,NPR,07-06-2021,6.02,31.22,2021,6,-22.7917121,High
Ethiopia,Urban,Sugar,116.66,SDG,25-01-2024,6.02,31.22,2024,1,13.35017489,High
Yemen,Retail,Rice,197.09,HTG,25-05-2018,6.02,31.22,2018,5,48.12114835,High
Haiti,Urban,Sugar,48.03,INR,30-08-2022,6.02,31.22,2022,8,-0.600165563,High
Kenya,Rural,Maize,91.26,SDG,27-05-2019,6.02,31.22,2019,5,-39.55490793,High
Haiti,Retail,Wheat,38.15,ETB,06-02-2021,6.02,31.22,2021,2,-65.78782172,High
Sudan,Retail,Wheat,70.88,KES,29-05-2023,6.02,31.22,2023,5,-11.0776565,High
Haiti,Retail,Sugar,162.32,YER,11-12-2018,6.02,31.22,2018,12,237.9554445,High
Bangladesh,Retail,Pulses,33.42,YER,15-11-2016,6.02,31.22,2016,11,-72.45755728,High
Nepal,Urban,Cooking Oil,44.3,YER,17-02-2021,6.02,31.22,2021,2,-41.67215273,High
Bangladesh,Rural,Sugar,123.2,PKR,11-11-2020,6.02,31.22,2020,11,30.74392444,High
India,Retail,Pulses,107.75,ETB,17-06-2017,6.02,31.22,2017,6,101.138697,High
Haiti,Wholesale,Sugar,96.76,KES,15-08-2019,6.02,31.22,2019,8,-40.38935436,High
Nigeria,Rural,Pulses,150.65,PKR,11-06-2022,6.02,31.22,2022,6,21.81612355,High
Haiti,Wholesale,Cooking Oil,90.6,HTG,12-09-2018,6.02,31.22,2018,9,17.08451796,High
Kenya,Urban,Sugar,59.18,PKR,06-01-2020,6.02,31.22,2020,1,-48.13776181,High
Haiti,Urban,Maize,112.86,NPR,28-01-2019,6.02,31.22,2019,1,73.09815951,High
Yemen,Rural,Pulses,150.24,HTG,17-10-2021,6.02,31.22,2021,10,63.1447497,High
India,Retail,Wheat,89.35,PKR,26-11-2015,6.02,31.22,2015,11,-13.0667445,High
Ethiopia,Wholesale,Pulses,74.03,INR,18-01-2022,6.02,31.22,2022,1,-51.65545615,High
India,Wholesale,Maize,101.42,PKR,16-02-2018,6.02,31.22,2018,2,-18.71443456,High
India,Rural,Maize,115.31,PKR,21-01-2015,6.02,31.22,2015,1,13.69552357,High
Nepal,Rural,Maize,119.04,PKR,30-08-2020,6.02,31.22,2020,8,-0.058769205,High
Nigeria,Wholesale,Cooking Oil,90.16,BDT,12-11-2015,6.02,31.22,2015,11,-19.72219749,High
India,Retail,Cooking Oil,149.23,YER,06-01-2024,6.02,31.22,2024,1,153.0608784,High
Nepal,Rural,Pulses,64.89,PKR,09-09-2016,6.02,31.22,2016,9,137.6052728,High
Ethiopia,Urban,Cooking Oil,93.09,NGN,14-01-2017,6.02,31.22,2017,1,18.359822,High
Bangladesh,Wholesale,Wheat,92.9,PKR,24-12-2017,6.02,31.22,2017,12,10.3194395,High
Ethiopia,Rural,Rice,38.38,YER,29-05-2015,6.02,31.22,2015,5,-72.18034213,High
Pakistan,Rural,Pulses,114.52,NPR,21-04-2018,6.02,31.22,2018,4,-4.94687915,High
India,Rural,Sugar,103.74,KES,09-10-2015,6.02,31.22,2015,10,-13.88012618,High
India,Wholesale,Unknown,92.37,YER,25-04-2024,6.02,31.22,2024,4,11.84162732,High
Bangladesh,Urban,Pulses,120.24,SDG,24-07-2023,6.02,31.22,2023,7,259.7845601,High
Kenya,Urban,Rice,92.2,NGN,23-04-2015,6.02,31.22,2015,4,37.30454207,High
India,Wholesale,Sugar,156.4,INR,21-05-2018,6.02,31.22,2018,5,50.76151918,High
Nigeria,Rural,Pulses,118.82,BDT,05-12-2017,6.02,31.22,2017,12,-21.12844341,High
Sudan,Wholesale,Pulses,114.99,ETB,29-10-2021,6.02,31.22,2021,10,-15.21787215,High
India,Wholesale,Maize,73.04,YER,29-12-2017,6.02,31.22,2017,12,-36.65770532,High
Sudan,Rural,Wheat,24.48,PKR,07-02-2021,6.02,31.22,2021,2,-65.46275395,High
Ethiopia,Wholesale,Sugar,132.11,NGN,11-04-2018,6.02,31.22,2018,4,13.24361392,High
Haiti,Retail,Wheat,24.46,HTG,07-09-2017,6.02,31.22,2017,9,-35.88466579,High
Kenya,Urban,Pulses,89.28,PKR,15-10-2024,6.02,31.22,2024,10,-1.217083426,High
Nepal,Retail,Rice,135.23,NGN,15-06-2021,6.02,31.22,2021,6,7.924980048,High
Yemen,Retail,Pulses,65.31,YER,25-12-2023,6.02,31.22,2023,12,-56.52955272,High
Kenya,Retail,Sugar,81.55,KES,16-03-2023,6.02,31.22,2023,3,37.79993241,High
Yemen,Wholesale,Wheat,99.2,PKR,31-05-2018,6.02,31.22,2018,5,37.11126469,High
Ethiopia,Rural,Maize,63.12,NGN,17-05-2020,6.02,31.22,2020,5,9.015544041,High
Kenya,Wholesale,Maize,99.49,SDG,09-12-2015,6.02,31.22,2015,12,9.018189787,High
Nepal,Urban,Pulses,81.51,SDG,09-04-2022,6.02,31.22,2022,4,25.61257513,High
Yemen,Wholesale,Rice,105.17,NGN,10-05-2023,6.02,31.22,2023,5,-46.63859151,High
Bangladesh,Wholesale,Cooking Oil,109.25,HTG,17-02-2018,6.02,31.22,2018,2,-34.72155832,High
Nigeria,Wholesale,Sugar,157.83,KES,08-02-2022,6.02,31.22,2022,2,124.1585002,High
Kenya,Wholesale,Pulses,80.54,HTG,12-09-2020,6.02,31.22,2020,9,-9.789426523,High
Ethiopia,Retail,Maize,122.27,HTG,25-05-2020,6.02,31.22,2020,5,93.7103929,High
India,Rural,Maize,74.58,BDT,25-01-2016,6.02,31.22,2016,1,2.108433735,High
Nepal,Urban,Rice,167.04,NPR,01-03-2023,6.02,31.22,2023,3,23.52288693,High
Yemen,Urban,Maize,104.94,PKR,16-10-2015,6.02,31.22,2015,10,43.24324324,High
Yemen,Urban,Sugar,91.72,NPR,28-08-2017,6.02,31.22,2017,8,-31.81683021,High
Nigeria,Wholesale,Rice,68.33,SDG,20-07-2016,6.02,31.22,2016,7,-35.17077799,High
Yemen,Urban,Wheat,136.24,NPR,26-01-2022,6.02,31.22,2022,1,37.33870968,High
Sudan,Retail,Rice,105.19,INR,03-02-2017,6.02,31.22,2017,2,-0.265478335,High
Pakistan,Rural,Sugar,108.18,KES,09-07-2016,6.02,31.22,2016,7,75.1902834,High
Sudan,Wholesale,Unknown,57.76,BDT,28-01-2018,6.02,31.22,2018,1,-39.3977547,High
Yemen,Wholesale,Wheat,68.71,PKR,17-11-2017,6.02,31.22,2017,11,-49.56694069,High
Nepal,Retail,Pulses,29.53,NGN,29-07-2016,6.02,31.22,2016,7,-63.7713164,High
Kenya,Urban,Rice,79.63,ETB,26-03-2017,6.02,31.22,2017,3,-13.63340564,High
Ethiopia,Wholesale,Sugar,80.82,KES,20-06-2021,6.02,31.22,2021,6,-38.82370752,High
India,Wholesale,Sugar,46.22,INR,05-09-2017,6.02,31.22,2017,9,-70.44757033,High
Kenya,Retail,Wheat,97.1,NGN,25-01-2020,6.02,31.22,2020,1,22.2152297,High
Bangladesh,Retail,Cooking Oil,86.07,NGN,29-10-2022,6.02,31.22,2022,10,-21.2173913,High
Kenya,Urban,Rice,70.96,YER,13-11-2016,6.02,31.22,2016,11,-10.88785634,High
Kenya,Rural,Sugar,98.79,PKR,24-05-2022,6.02,31.22,2022,5,21.14040466,High
Ethiopia,Rural,Maize,106.63,PKR,15-02-2022,6.02,31.22,2022,2,-12.79136338,High
Nigeria,Urban,Unknown,68.87,KES,17-06-2018,6.02,31.22,2018,6,-14.20206802,High
Yemen,Rural,Cooking Oil,165.78,HTG,19-02-2017,6.02,31.22,2017,2,316.5326633,High
Nigeria,Retail,Cooking Oil,92.65,BDT,18-05-2016,6.02,31.22,2016,5,2.761756877,High
Bangladesh,Retail,Wheat,136.74,YER,13-12-2018,6.02,31.22,2018,12,47.19052745,High
