Country,Market_Type,Commodity,Price,Currency,Date,Inflation_Rate,Hunger_Index
Yemen,Urban,Rice,35.84,HTG,13-12-2022,,
Bangladesh,Wholesale,Sugar,152.28,YER,09-02-2016,6.02,
Pakistan,Urban,Sugar,50.33,ETB,09-05-2020,,31.22
Sudan,Urban,Pulses,87.74,BDT,27-08-2020,,31.22
Sudan,Retail,Sugar,88.36,SDG,03-01-2016,,
Bangladesh,Rural,Wheat,80.63,KES,04-07-2018,6.02,31.22
Ethiopia,Urban,Sugar,,HTG,09-08-2015,6.02,
Haiti,Rural,Maize,105.37,NPR,09-05-2021,6.02,
sudan,Urban,Pulses,150.9,YER,01-04-2023,6.02,
Nepal,Rural,Cooking Oil,91.92,SDG,10-06-2024,6.02,
Nigeria,Rural,Sugar,63.5,KES,24-06-2018,6.02,31.22
Yemen,Urban,Maize,57.24,NPR,23-06-2024,6.02,
Sudan,Retail,Maize,,YER,13-05-2019,6.02,31.22
Nepal,Rural,Wheat,132.7,NPR,24-06-2018,,31.22
Kenya,Rural,Pulses,74.04,KES,22-06-2015,6.02,
Kenya,Urban,Wheat,136.66,NPR,13-09-2018,,31.22
yemen,Rural,Cooking Oil,186.75,YER,03-05-2015,6.02,31.22
Ethiopia,Rural,Cooking Oil,152.78,KES,19-10-2019,6.02,31.22
Pakistan,Retail,Rice,71.02,KES,19-11-2021,6.02,31.22
Yemen,Rural,Cooking Oil,141.25,NGN,27-09-2016,,31.22
India,Retail,Pulses,137,YER,03-11-2022,,
ethiopia,Rural,Pulses,,NPR,30-06-2022,6.02,31.22
Sudan,Rural,Wheat,135.89,PKR,08-06-2018,,
Yemen,Retail,Maize,130.43,HTG,28-08-2018,6.02,31.22
Haiti,Retail,Rice,149.89,BDT,20-05-2022,,31.22
Kenya,Wholesale,Cooking Oil,123.15,YER,08-02-2019,6.02,
Nepal,Rural,Maize,130.19,HTG,06-12-2023,,31.22
Yemen,Retail,Wheat,59.19,SDG,15-05-2016,,
Haiti,Rural,Sugar,99.91,YER,15-07-2019,,31.22
Ethiopia,Rural,Rice,70,SDG,12-03-2024,,
India,Rural,Pulses,147.82,NPR,26-06-2021,,31.22
Nepal,Urban,Maize,45.68,HTG,11-03-2020,6.02,
Nigeria,Wholesale,Wheat,12.46,PKR,09-10-2020,6.02,
India,Urban,Wheat,43.36,HTG,07-03-2018,6.02,
Sudan,Wholesale,Rice,90.89,HTG,06-05-2015,6.02,
Haiti,Rural,Rice,19.06,KES,11-07-2015,,
Yemen,Rural, ,24.28,NPR,23-05-2020,,
Yemen,Retail,Cooking Oil,126.6,SDG,30-12-2023,,31.22
Bangladesh,Wholesale,Pulses,44.28,INR,18-02-2021,6.02,31.22
Kenya,Wholesale,Pulses,140.2,HTG,11-08-2016,,
Sudan,Urban, ,47.12,ETB,22-06-2023,,
Haiti,Wholesale,Rice,14.53,NPR,12-01-2017,6.02,31.22
Yemen,Rural, ,58.85,YER,27-08-2021,6.02,31.22
Nigeria,Retail,Cooking Oil,48.48,KES,02-11-2023,,31.22
Nepal,Urban,Wheat,48.27,ETB,21-01-2018,,
Sudan,Retail,Cooking Oil,95.62,NGN,05-04-2017,6.02,
Ethiopia,Wholesale,Cooking Oil,106.81,YER,31-08-2019,6.02,
Nigeria,Wholesale,Rice,155.29,INR,14-07-2022,6.02,31.22
Nepal,Urban,Rice,85.49,PKR,10-04-2022,,
Pakistan,Wholesale,Cooking Oil,111.46,NPR,27-02-2018,6.02,
Kenya,Retail,Sugar,46.83,ETB,30-07-2024,,
Sudan,Rural,Sugar,63.69,INR,22-03-2021,,31.22
Haiti,Urban,Pulses,152.01,ETB,18-10-2019,6.02,31.22
India,Wholesale,Cooking Oil,156.19,PKR,21-08-2020,6.02,31.22
Nepal,Retail,Sugar,163.5,PKR,23-07-2021,,
Ethiopia,Rural,Pulses,94.97,INR,21-10-2022,6.02,31.22
Yemen,Wholesale,Pulses,,NGN,22-10-2020,,31.22
India,Urban,Cooking Oil,68.75,KES,08-02-2018,,
Nigeria,Wholesale,Pulses,86.89,HTG,14-02-2019,6.02,31.22
Kenya,Wholesale,Rice,77.39,PKR,15-01-2023,6.02,
Haiti,Wholesale,Rice,104.53,YER,22-02-2021,,
India,Rural,Rice,130.05,SDG,16-02-2021,,
Ethiopia,Rural,Wheat,58.84,PKR,04-03-2023,,
Nepal,Wholesale,Rice,176.7,YER,02-08-2023,,31.22
Haiti,Wholesale,Rice,102.98,INR,15-12-2019,6.02,
Pakistan,,Cooking Oil,154.32,BDT,12-06-2020,,31.22
Yemen,Wholesale,Sugar,116.94,NGN,22-05-2022,6.02,31.22
Kenya,Retail,Sugar,186.25,SDG,08-05-2016,6.02,31.22
India,Retail,Rice,53.47,YER,03-08-2023,,
Kenya,,Rice,79.45,NGN,03-06-2022,,
Kenya,Rural,Rice,79.58,KES,26-04-2021,6.02,
Kenya,Wholesale,Pulses,107.31,NGN,18-06-2015,6.02,31.22
Nepal,Urban,Cooking Oil,105.03,BDT,26-06-2015,,
Kenya,Rural,Cooking Oil,115.55,INR,14-03-2018,,
Pakistan,Urban,Cooking Oil,105.6,KES,09-08-2016,,
Nigeria,Rural,Sugar,122.29,NGN,24-02-2015,6.02,31.22
Ethiopia,Wholesale,Wheat,80.65,BDT,05-05-2022,6.02,
Haiti,Urban,Sugar,118.7,KES,30-01-2022,,31.22
Pakistan,Wholesale,Cooking Oil,212.6,KES,27-06-2022,6.02,
Haiti,,Maize,,ETB,16-05-2015,6.02,
Ethiopia,Rural,Wheat,42.23,INR,05-06-2024,,31.22
Nigeria,Urban,Rice,74.92,SDG,12-11-2017,6.02,31.22
Sudan,Retail,Pulses,81.62,NGN,21-06-2016,6.02,
Haiti,Retail,Sugar,64.57,KES,18-01-2021,,31.22
Haiti,Urban,Pulses,104.89,SDG,16-01-2021,,31.22
Nigeria,Retail,Wheat,131.96,NGN,09-01-2022,,
India,Wholesale,Maize,47.99,KES,25-09-2019,6.02,31.22
Pakistan,Retail,Wheat,32.23,INR,01-11-2018,6.02,31.22
India,Retail,Sugar,198.96,KES,11-11-2015,6.02,31.22
India,Wholesale,Cooking Oil,62.49,NPR,30-06-2022,,
India,Wholesale,Rice,156.54,NPR,08-12-2016,,
Kenya,Rural,Cooking Oil,130.45,SDG,25-05-2018,6.02,
Yemen,Wholesale,Cooking Oil,75.86,ETB,21-09-2015,6.02,
Haiti,Urban,Sugar,68.49,ETB,25-04-2019,6.02,
India,Retail,Cooking Oil,75.82,PKR,09-03-2023,6.02,
Pakistan,Rural,Cooking Oil,82.32,NPR,15-07-2021,,
Yemen,Wholesale,Sugar,124.77,ETB,06-04-2016,,
Yemen,Retail,Sugar,44.29,YER,09-08-2020,,
India,Urban,Maize,151.27,BDT,30-03-2018,6.02,
Nepal,Urban,Cooking Oil,74.43,YER,10-11-2015,,31.22
India,Rural,Wheat,41.47,NGN,02-06-2017,,31.22
Nepal,Urban,Rice,,KES,11-05-2015,6.02,
India,Retail,Pulses,196.14,PKR,27-10-2020,6.02,31.22
Pakistan,Wholesale,Rice,66.41,PKR,28-10-2016,6.02,
Nepal,Urban,Sugar,105.15,KES,30-01-2019,,31.22
Kenya,Wholesale,Pulses,105.66,HTG,06-03-2015,,
Yemen,Retail,Sugar,175.41,SDG,22-07-2016,,
India,Retail,Maize,62.46,ETB,13-12-2018,,31.22
Yemen,Wholesale,Cooking Oil,137.45,ETB,15-03-2023,6.02,31.22
India,Retail,Sugar,43.07,YER,09-07-2020,6.02,31.22
Haiti,Rural,Sugar,,ETB,04-08-2017,,
Haiti,Urban,Rice,129.48,NPR,03-10-2022,,
Bangladesh,Rural,Cooking Oil,140.16,HTG,21-02-2015,6.02,31.22
India,Rural,Maize,45.27,INR,01-08-2017,,
Bangladesh,Rural,Sugar,19.48,ETB,13-11-2022,,31.22
Nigeria,Wholesale,Sugar,92.1,NGN,25-06-2023,6.02,
Nigeria,Wholesale,Sugar,77.21,HTG,26-06-2023,,31.22
Yemen,Retail,Rice,43.22,PKR,05-03-2024,,
Nepal,Wholesale,Sugar,47.77,NGN,08-03-2019,6.02,
India,Retail,Sugar,80.88,SDG,12-07-2021,,
Ethiopia,Wholesale,Rice,168.37,HTG,19-05-2015,,31.22
india,Retail,Sugar,50.73,SDG,27-01-2016,,31.22
India,Urban,Cooking Oil,135.66,YER,22-08-2015,6.02,31.22
Ethiopia,Retail,Cooking Oil,41.15,ETB,07-03-2016,,31.22
Nigeria,Urban,Rice,,PKR,15-10-2015,,
Bangladesh,Retail,Cooking Oil,38.71,BDT,07-09-2020,,31.22
yemen,Wholesale,Pulses,186.91,SDG,03-02-2018,,31.22
Nigeria,Wholesale,Pulses,138.26,PKR,30-08-2016,,
Ethiopia,Urban,Pulses,,YER,26-12-2021,,
India,Rural,Maize,126.01,SDG,24-09-2016,,31.22
Nigeria,Rural,Sugar,67.71,ETB,07-09-2016,6.02,31.22
Pakistan,Retail,Maize,101.42,SDG,08-04-2020,,31.22
Haiti,Wholesale,Cooking Oil,58.19,INR,23-11-2023,,
India,Rural,Rice,207.77,NGN,24-05-2022,6.02,
Sudan,Wholesale, ,55.01,BDT,17-06-2024,6.02,31.22
Ethiopia,Wholesale,Rice,65.58,PKR,03-06-2021,,31.22
Kenya,Wholesale,Maize,164.15,PKR,13-07-2018,6.02,31.22
Nepal,Retail,Cooking Oil,95.81,SDG,23-03-2018,,31.22
Kenya,Urban,Sugar,124.16,YER,04-03-2017,,
Nigeria,Retail,Cooking Oil,96.74,HTG,04-08-2022,6.02,
India,Rural,Pulses,72.43,YER,07-07-2017,6.02,31.22
Nepal,Urban,Cooking Oil,72.46,KES,07-03-2023,,31.22
Nepal,Rural,Rice,134.5,SDG,04-01-2018,6.02,
Yemen,Urban,Wheat,109.09,NPR,01-12-2024,6.02,
Kenya,Urban, ,148.12,ETB,17-11-2023,6.02,31.22
India,Retail,Sugar,147.62,SDG,14-12-2024,6.02,
Yemen,Wholesale,Pulses,123.08,KES,29-01-2017,6.02,
Bangladesh,Wholesale,Pulses,141.91,NPR,05-04-2017,6.02,
Kenya,Urban,Sugar,121.48,INR,01-12-2022,6.02,
Haiti,Retail,Pulses,115.22,PKR,17-11-2020,,31.22
Haiti,Rural,Rice,87.04,BDT,05-05-2020,,
Yemen,Rural,Cooking Oil,32.31,YER,01-10-2015,,31.22
Bangladesh,Wholesale,Rice,74.62,YER,03-06-2021,6.02,
Pakistan,Wholesale, ,157.89,BDT,31-07-2015,,
Pakistan,Rural,Wheat,111.53,HTG,01-06-2023,,31.22
Haiti,Rural,Pulses,83.92,NGN,13-08-2017,,
Sudan,Retail,Wheat,,PKR,25-05-2021,6.02,31.22
Ethiopia,Rural,Maize,82.09,ETB,06-03-2021,6.02,31.22
ethiopia,Retail,Cooking Oil,128.31,SDG,14-05-2019,6.02,
Sudan,Wholesale,Rice,153.19,NPR,13-04-2022,6.02,31.22
Yemen,Rural,Rice,124.29,ETB,27-11-2016,6.02,31.22
Ethiopia,Wholesale,Pulses,142.47,BDT,29-10-2021,6.02,
Ethiopia,Urban,Rice,118.9,YER,16-02-2021,,31.22
Kenya,Urban,Maize,23.81,NPR,28-11-2022,6.02,
Kenya,Urban,Sugar,152.43,SDG,11-06-2022,,31.22
Sudan,Rural, ,132.1,NPR,30-08-2019,6.02,31.22
India,Wholesale,Pulses,87.83,NPR,19-08-2016,6.02,
Bangladesh,Rural,Wheat,76.5,HTG,21-06-2023,,31.22
Yemen,Wholesale,Rice,,NPR,09-05-2021,6.02,
Kenya,Retail,Rice,52.03,INR,08-10-2023,,
Kenya,Rural,Rice,137.72,ETB,16-10-2015,,31.22
Pakistan,Urban,Pulses,93.96,HTG,17-02-2021,,31.22
Bangladesh,Retail,Sugar,64.03,SDG,23-09-2015,,
Pakistan,Wholesale,Rice,126.58,KES,15-04-2017,,
India,Rural,Sugar,118.99,BDT,09-04-2021,,31.22
Bangladesh,Wholesale,Sugar,132.67,BDT,08-11-2016,6.02,31.22
Ethiopia,,Maize,48.62,ETB,18-09-2017,6.02,
Pakistan,Rural,Wheat,129.47,HTG,11-11-2016,,31.22
Haiti,Rural,Rice,171.46,KES,09-03-2021,6.02,
Yemen,Wholesale,Rice,98.29,INR,01-12-2016,6.02,31.22
Ethiopia,Wholesale,Rice,95.75,HTG,29-06-2017,,
Bangladesh,Retail,Sugar,44.39,ETB,30-03-2017,,31.22
Haiti,Urban,Cooking Oil,103.28,YER,17-08-2020,,31.22
India,Wholesale,Wheat,59.07,SDG,03-01-2019,,31.22
Haiti,Urban,Pulses,146.7,KES,22-06-2019,,
Kenya,Retail,Rice,197.06,PKR,08-08-2016,,31.22
Sudan,Urban,Cooking Oil,198.07,NGN,19-03-2015,,
Haiti,Urban,Cooking Oil,65.76,NGN,10-06-2017,,
Nepal,Retail,Cooking Oil,70.49,KES,15-10-2024,,31.22
India,Wholesale,Wheat,124.21,YER,09-07-2022,,31.22
Ethiopia,Urban,Cooking Oil,90.8,YER,30-12-2023,6.02,31.22
Pakistan,Wholesale,Pulses,100.56,INR,16-04-2020,,31.22
Nigeria,Wholesale,Rice,198.17,SDG,25-11-2023,6.02,31.22
India,Rural,Pulses,56.65,SDG,05-08-2020,,
Nepal,Wholesale,Rice,,HTG,03-03-2022,6.02,31.22
Kenya,Wholesale,Maize,115.23,NGN,28-06-2023,6.02,
Pakistan,Urban,Sugar,142,HTG,06-04-2022,6.02,31.22
Yemen,Wholesale,Cooking Oil,65.49,ETB,10-10-2020,,
Nigeria,Wholesale,Pulses,159.34,NPR,04-03-2018,,31.22
Haiti,Rural,Sugar,110.5,KES,11-10-2021,,
Nepal,Rural,Sugar,66.85,SDG,11-10-2023,6.02,31.22
haiti,Urban,Sugar,92.77,HTG,05-12-2021,,31.22
Yemen,Urban,Sugar,140.1,KES,09-04-2017,,31.22
India,Rural,Sugar,183.3,YER,31-10-2019,6.02,31.22
Sudan,Rural,Rice,85.94,HTG,27-12-2017,6.02,
Nepal,Retail,Wheat,184.64,HTG,25-01-2019,,31.22
Bangladesh,Wholesale,Cooking Oil,149.69,YER,03-02-2017,,31.22
Ethiopia,Urban,Cooking Oil,79.57,KES,06-11-2021,6.02,31.22
Bangladesh,Urban,Rice,124.1,KES,17-01-2015,,31.22
Sudan,Wholesale,Pulses,134.88,YER,12-03-2023,,
Yemen,Wholesale,Rice,90.41,HTG,01-06-2015,6.02,
Bangladesh,,Sugar,74.22,YER,05-04-2016,6.02,31.22
Kenya,Rural,Wheat,94.66,BDT,05-09-2015,,
Nepal,Rural,Cooking Oil,84.51,SDG,29-06-2024,,31.22
Kenya,Wholesale,Pulses,111.04,BDT,13-01-2021,6.02,31.22
Nigeria,Urban,Maize,187.31,ETB,22-08-2016,6.02,
Sudan,Wholesale,Rice,118.35,YER,12-04-2024,,31.22
Nigeria,Rural,Maize,172.35,HTG,08-04-2015,,31.22
Nigeria,Retail,Cooking Oil,122.74,NPR,06-01-2018,6.02,
Nigeria,Retail,Rice,215.73,KES,22-06-2016,,
India,Rural, ,67.46,KES,23-10-2015,6.02,31.22
India,Wholesale,Rice,17.37,NPR,03-08-2024,,31.22
Sudan,Retail,Pulses,110.93,NGN,12-04-2020,6.02,31.22
Pakistan,Rural,Cooking Oil,115.97,PKR,13-09-2021,6.02,31.22
Bangladesh,Urban,Maize,163.05,SDG,22-08-2020,6.02,31.22
India,Wholesale,Wheat,176.18,BDT,13-03-2016,6.02,31.22
Haiti,Wholesale,Pulses,37.64,NPR,23-11-2018,6.02,31.22
Kenya,Retail,Pulses,93.11,BDT,12-07-2020,6.02,31.22
India,Wholesale,Rice,105.56,ETB,26-10-2016,,
yemen,Retail,Maize,53.85,HTG,13-09-2021,6.02,
Nigeria,Retail,Cooking Oil,94.4,HTG,13-07-2023,,31.22
India,Rural,Maize,143.63,KES,05-06-2024,,31.22
Sudan,Retail,Pulses,146.5,KES,18-08-2021,6.02,31.22
Kenya,Urban,Rice,114.98,NGN,30-09-2017,6.02,31.22
Kenya,Wholesale,Maize,167.84,NGN,12-07-2016,,31.22
Pakistan,Retail,Cooking Oil,113.94,BDT,07-12-2021,6.02,
Ethiopia,Wholesale,Sugar,151.17,BDT,30-09-2021,6.02,
Ethiopia,Retail,Pulses,66.46,ETB,12-01-2018,,
Bangladesh,Rural,Wheat,69.11,ETB,27-10-2016,6.02,31.22
Haiti,Urban,Wheat,183.09,ETB,27-04-2016,6.02,
Nepal,Wholesale,Pulses,80.49,HTG,21-03-2024,6.02,31.22
Sudan,Rural,Sugar,140.55,HTG,18-04-2017,6.02,31.22
Yemen,Wholesale,Rice,78.92,BDT,18-05-2020,6.02,
India,Rural,Maize,115.61,INR,16-04-2015,,
Sudan,Urban,Maize,94.57,YER,17-05-2018,6.02,31.22
Haiti,Retail,Sugar,128.65,NGN,03-09-2019,,
Ethiopia,Rural,Sugar,128.43,BDT,01-03-2017,6.02,31.22
Sudan,Wholesale,Cooking Oil,73.54,NGN,22-03-2017,,
India,Wholesale,Cooking Oil,130,KES,29-04-2017,6.02,
Pakistan,Rural,Wheat,54.3,KES,19-06-2015,6.02,31.22
Bangladesh,Urban, ,,INR,28-09-2022,6.02,31.22
Pakistan,Urban,Rice,114.37,ETB,01-01-2022,6.02,
Ethiopia,Retail,Sugar,-21.11,HTG,16-12-2015,,31.22
Nigeria,Retail,Wheat,47.66,PKR,27-08-2019,,
Ethiopia,Wholesale,Wheat,127.38,KES,03-06-2019,6.02,
Bangladesh,Wholesale,Cooking Oil,138.43,PKR,18-11-2021,,
India,,Maize,,BDT,01-07-2020,,
Haiti,Retail,Rice,106.28,BDT,16-04-2020,,31.22
Nepal,Retail,Wheat,129.03,BDT,18-10-2019,,31.22
Pakistan,Rural,Cooking Oil,152.45,KES,09-01-2018,,31.22
ethiopia,Retail,Cooking Oil,136.31,ETB,24-03-2016,,
Haiti,Rural,Cooking Oil,77.58,ETB,03-05-2022,,31.22
Pakistan,Rural,Maize,154.57,BDT,29-01-2018,6.02,31.22
Ethiopia,Retail,Wheat,13.07,ETB,24-10-2018,6.02,
Bangladesh,Urban,Sugar,88.81,NPR,24-12-2019,,31.22
Pakistan,Urban,Sugar,124.8,BDT,11-08-2019,,
Ethiopia,Wholesale,Cooking Oil,51.76,HTG,10-11-2024,,31.22
India,Retail,Cooking Oil,102.2,BDT,30-01-2020,6.02,
Bangladesh,Wholesale,Maize,,KES,03-02-2017,,
Haiti,Retail,Cooking Oil,68.97,INR,12-07-2018,6.02,31.22
Haiti,Wholesale,Pulses,107.62,HTG,27-02-2021,6.02,31.22
Nepal,Rural,Wheat,51.09,KES,15-02-2018,,31.22
Sudan,Retail,Cooking Oil,140.23,YER,20-02-2018,,31.22
Nigeria,Urban,Cooking Oil,121.33,BDT,14-11-2017,6.02,
India,Retail,Wheat,129.55,NGN,13-08-2021,6.02,
Bangladesh,Wholesale,Rice,97.23,BDT,20-01-2016,6.02,31.22
Pakistan,Wholesale,Pulses,33.36,BDT,14-05-2019,,
Haiti,Wholesale,Pulses,94.69,NGN,09-05-2020,,31.22
India,Wholesale,Sugar,169.05,ETB,10-05-2021,6.02,
Bangladesh,Wholesale,Cooking Oil,140.65,NPR,16-07-2023,,31.22
bangladesh,Wholesale,Wheat,169.81,SDG,10-07-2021,6.02,31.22
Pakistan,Urban,Sugar,102.21,HTG,20-07-2024,6.02,
Bangladesh,Wholesale,Maize,72.32,YER,17-06-2016,6.02,
Yemen,Urban,Rice,123.46,NPR,19-07-2021,,
India,Retail,Cooking Oil,92.32,SDG,15-04-2024,6.02,
Ethiopia,Rural, ,77.68,KES,08-03-2018,6.02,31.22
Haiti,Urban,Cooking Oil,30.61,BDT,17-04-2015,,31.22
Haiti,Retail,Cooking Oil,113.37,HTG,10-07-2017,6.02,
Ethiopia,Rural,Cooking Oil,137.48,ETB,21-07-2021,6.02,
India,Urban,Rice,53.41,NPR,10-12-2016,6.02,
Nigeria,Urban,Pulses,159.57,NGN,19-09-2017,6.02,31.22
India,Retail,Maize,109.99,KES,22-03-2016,6.02,31.22
Kenya,Wholesale,Pulses,104.41,INR,14-11-2021,6.02,
Bangladesh,Urban,Wheat,51.22,SDG,01-01-2024,6.02,31.22
Sudan,Urban,Wheat,121.1,ETB,24-10-2022,6.02,
pakistan,Retail,Pulses,53.89,INR,15-06-2024,6.02,31.22
Yemen,Wholesale, ,,PKR,08-12-2017,,31.22
Sudan,Rural,Maize,33.1,PKR,28-05-2022,,
Ethiopia,Wholesale,Cooking Oil,208.02,KES,26-07-2023,6.02,
Pakistan,Wholesale,Cooking Oil,98.07,NPR,06-11-2024,,31.22
Pakistan,Retail,Wheat,75.61,ETB,05-12-2015,,
Pakistan,Wholesale,Cooking Oil,98.33,SDG,07-06-2023,,31.22
Haiti,Retail,Cooking Oil,79.92,ETB,06-07-2022,,31.22
Yemen,Rural,Maize,92.83,NGN,23-01-2015,,
Haiti,Urban,Rice,,NPR,03-12-2017,6.02,
Bangladesh,Urban,Pulses,83.75,PKR,28-12-2024,6.02,31.22
Kenya,Retail,Sugar,104.96,HTG,30-11-2019,6.02,
Nepal,Retail,Sugar,193.32,ETB,12-03-2016,,31.22
Yemen,,Cooking Oil,26.66,NGN,27-06-2017,,
Sudan,Wholesale,Cooking Oil,54.46,SDG,28-12-2017,,31.22
Bangladesh,Urban,Pulses,119.74,PKR,16-08-2016,,
India,Urban,Sugar,154.74,YER,04-01-2022,,31.22
Ethiopia,Urban,Maize,219.69,SDG,23-09-2017,6.02,
Kenya,Retail,Sugar,116.58,YER,04-10-2015,6.02,31.22
Bangladesh,Rural,Sugar,51.24,HTG,06-05-2016,,
India,Rural,Sugar,160.21,HTG,24-03-2015,,31.22
Kenya,Retail,Cooking Oil,104.98,PKR,06-04-2024,,
India,Wholesale,Cooking Oil,103.44,KES,19-11-2020,,31.22
Yemen,Rural,Pulses,22.28,NPR,03-06-2018,,
India,Wholesale,Sugar,146.74,HTG,19-06-2024,,
Kenya,Urban,Cooking Oil,63.15,KES,12-04-2016,6.02,31.22
India,Urban,Pulses,122.68,ETB,17-10-2022,6.02,
Sudan,Wholesale,Sugar,102.69,NGN,10-03-2018,6.02,
Bangladesh,Urban,Maize,107.98,KES,06-11-2024,6.02,31.22
Kenya,Retail,Cooking Oil,102.08,YER,24-09-2017,6.02,31.22
Sudan,Wholesale,Rice,,NPR,07-07-2021,,
India,Wholesale,Pulses,66.36,BDT,10-08-2017,6.02,
India,Wholesale,Cooking Oil,137.91,PKR,16-07-2018,,
Pakistan,Rural,Maize,99.37,KES,29-09-2018,6.02,
kenya,Wholesale,Maize,73.81,SDG,26-09-2017,6.02,31.22
Yemen,Wholesale,Cooking Oil,79.5,NGN,08-01-2023,6.02,
India,,Wheat,127.52,KES,04-04-2015,,31.22
Ethiopia,Rural,Pulses,,NGN,11-07-2017,,
Haiti,Urban,Sugar,163.84,NPR,08-08-2023,6.02,
Nepal,Rural,Sugar,93.78,SDG,03-10-2023,6.02,
Haiti,Retail,Maize,86.02,NGN,24-03-2020,6.02,31.22
Yemen,Wholesale,Cooking Oil,124.71,ETB,16-06-2024,6.02,
Bangladesh,Retail,Wheat,88.63,SDG,26-04-2018,,
Nigeria,Rural,Pulses,115.27,YER,28-12-2021,,
Ethiopia,Urban,Rice,97.77,BDT,14-03-2022,,
Nigeria,Urban,Sugar,30.56,HTG,06-02-2023,6.02,
India,Wholesale,Pulses,57.31,HTG,17-06-2021,6.02,31.22
Bangladesh,Urban,Pulses,111.71,NPR,23-02-2020,,
Sudan,Rural,Wheat,81.96,YER,10-12-2019,6.02,
India,Rural,Pulses,182.35,NPR,04-03-2018,,31.22
Nigeria,Urban,Sugar,68.53,ETB,26-10-2023,,31.22
India,Wholesale,Cooking Oil,47.63,ETB,30-01-2018,,31.22
Nepal,Wholesale,Sugar,101.59,SDG,24-12-2015,,31.22
Pakistan,Rural,Rice,110.04,ETB,22-05-2015,6.02,
Nepal,Urban,Cooking Oil,135.34,HTG,30-11-2019,,31.22
Bangladesh,Rural,Maize,-0.2,HTG,18-11-2022,,31.22
Sudan,Rural,Wheat,160.3,SDG,27-01-2021,6.02,31.22
Nepal,Retail,Sugar,47.65,YER,29-05-2024,6.02,
Kenya,Rural,Cooking Oil,143.57,YER,21-08-2020,,
Sudan,Wholesale,Pulses,178.3,YER,14-12-2017,,31.22
Nigeria,Urban,Cooking Oil,129.87,HTG,16-05-2016,6.02,
Nepal,Urban,Sugar,54.13,HTG,07-09-2017,6.02,
pakistan,Retail,Maize,92.28,KES,01-06-2020,6.02,
Sudan,Retail,Sugar,130.22,INR,04-06-2017,6.02,31.22
India,Wholesale,Maize,101.33,NPR,11-02-2023,,
Pakistan,,Pulses,58.03,KES,18-01-2023,6.02,
India,Rural,Sugar,103.99,SDG,25-08-2016,6.02,
Nepal,Rural,Cooking Oil,79.33,NGN,21-11-2015,,31.22
Ethiopia,Wholesale,Rice,124.08,BDT,18-05-2020,6.02,
Ethiopia,Urban,Rice,57.53,KES,19-09-2019,,31.22
Nigeria,Wholesale,Pulses,22.63,BDT,19-12-2021,6.02,
Pakistan,Retail,Cooking Oil,59.34,PKR,12-11-2015,6.02,31.22
India,Urban,Rice,,ETB,21-09-2019,,
Yemen,Urban,Pulses,74.87,PKR,08-01-2020,,
Pakistan,Urban,Maize,126.84,NPR,21-06-2015,,31.22
Kenya,Retail,Cooking Oil,84.24,ETB,14-11-2018,,31.22
Nigeria,Rural,Maize,99.03,YER,03-08-2016,6.02,
Haiti,Rural,Cooking Oil,59.8,BDT,25-07-2018,,
Haiti,Retail,Maize,100.79,SDG,06-09-2018,,
India,Retail,Maize,61.76,SDG,25-03-2015,,
Ethiopia,Wholesale, ,52.45,INR,05-11-2020,6.02,31.22
Sudan,Wholesale,Cooking Oil,90.97,BDT,17-03-2018,,
Kenya,Rural,Sugar,72.94,HTG,14-09-2022,6.02,
Haiti,Retail,Rice,-12.57,INR,13-01-2020,,31.22
India,Wholesale,Maize,96.83,NPR,01-08-2017,,31.22
India,Retail,Maize,61.03,HTG,02-01-2017,6.02,
Nepal,Retail,Sugar,58.29,PKR,25-08-2022,6.02,31.22
Ethiopia,Rural,Sugar,155.84,ETB,27-01-2022,6.02,31.22
Pakistan,,Maize,134.15,BDT,22-11-2019,,
Sudan,Retail,Sugar,115,SDG,03-07-2021,,31.22
Nepal,Urban,Wheat,102.41,NPR,08-04-2015,,31.22
Haiti,Urban,Rice,124.24,NPR,02-08-2015,6.02,31.22
Sudan,Retail,Cooking Oil,84.3,INR,17-03-2017,6.02,31.22
Nigeria,Rural,Sugar,103.17,SDG,07-11-2015,,
Ethiopia,Urban,Sugar,83.85,PKR,27-10-2019,6.02,31.22
Haiti,Rural,Wheat,104.49,NGN,27-10-2018,6.02,31.22
India,Urban,Cooking Oil,111.42,NPR,10-02-2019,,31.22
Haiti,Retail,Wheat,108.93,NGN,08-02-2021,,31.22
Yemen,Wholesale,Cooking Oil,85.3,KES,23-02-2021,,
Bangladesh,Wholesale,Rice,127.63,PKR,05-06-2020,,
Bangladesh,Rural,Sugar,91.9,KES,18-09-2018,,31.22
Haiti,Rural,Rice,90.87,HTG,23-09-2021,,31.22
Yemen,Urban,Cooking Oil,27.15,NPR,31-07-2022,,
Haiti,Retail,Sugar,,YER,23-12-2015,,31.22
Bangladesh,Urban,Wheat,134.64,BDT,29-08-2023,,
Nepal,Retail,Maize,131.35,BDT,05-05-2017,,
Nigeria,Retail,Wheat,99.12,SDG,13-04-2018,6.02,31.22
Bangladesh,Rural,Maize,77.67,BDT,25-05-2022,,31.22
Nigeria,Wholesale,Wheat,106.06,HTG,04-10-2016,,31.22
India,Wholesale,Cooking Oil,4.22,PKR,22-08-2017,,
Nigeria,Rural,Rice,105.59,HTG,30-09-2016,6.02,
